rcp_scenario,region,season,year_30yravg,status,percentile,value 
4.5,Ten Mile,Annual,2075,Projected,10,2.88425346149
4.5,Ten Mile,Annual,2075,Projected,25,3.32919608795
4.5,Ten Mile,Annual,2075,Projected,50,4.47251957162
4.5,Ten Mile,Annual,2075,Projected,75,5.43981877577
4.5,Ten Mile,Annual,2075,Projected,90,5.61145244488
4.5,Ten Mile,Annual,2090,Projected,10,3.15186380675
4.5,Ten Mile,Annual,2090,Projected,25,3.75766071138
4.5,Ten Mile,Annual,2090,Projected,50,4.89733439138
4.5,Ten Mile,Annual,2090,Projected,75,6.14975227842
4.5,Ten Mile,Annual,2090,Projected,90,6.97864937872
8.5,Ten Mile,Annual,2035,Projected,10,2.22068262784
8.5,Ten Mile,Annual,2035,Projected,25,2.98274731394
8.5,Ten Mile,Annual,2035,Projected,50,3.45370828048
8.5,Ten Mile,Annual,2035,Projected,75,3.67917535671
8.5,Ten Mile,Annual,2035,Projected,90,3.71983942249
8.5,Ten Mile,Annual,2055,Projected,10,3.97632902732
8.5,Ten Mile,Annual,2055,Projected,25,4.34105264334
8.5,Ten Mile,Annual,2055,Projected,50,5.19571068034
8.5,Ten Mile,Annual,2055,Projected,75,5.87519083665
8.5,Ten Mile,Annual,2055,Projected,90,6.84341678161
8.5,Ten Mile,Annual,2075,Projected,10,5.17242972816
8.5,Ten Mile,Annual,2075,Projected,25,5.74360361835
8.5,Ten Mile,Annual,2075,Projected,50,7.39454679112
8.5,Ten Mile,Annual,2075,Projected,75,8.44371385866
8.5,Ten Mile,Annual,2075,Projected,90,10.103602528
8.5,Ten Mile,Annual,2090,Projected,10,6.21406536351
8.5,Ten Mile,Annual,2090,Projected,25,7.08613424856
8.5,Ten Mile,Annual,2090,Projected,50,9.14900667685
8.5,Ten Mile,Annual,2090,Projected,75,10.4907714913
8.5,Ten Mile,Annual,2090,Projected,90,11.8823667922
N/A,Westfield,Annual,1985,Observed,N/A,45.0109825367
4.5,Westfield,Annual,2035,Projected,10,2.19221208359
4.5,Westfield,Annual,2035,Projected,25,2.52730602319
4.5,Westfield,Annual,2035,Projected,50,3.00646594071
4.5,Westfield,Annual,2035,Projected,75,4.02255914875
4.5,Westfield,Annual,2035,Projected,90,4.41157049765
4.5,Westfield,Annual,2055,Projected,10,2.97191487244
4.5,Westfield,Annual,2055,Projected,25,3.23688091302
4.5,Westfield,Annual,2055,Projected,50,4.27879855076
4.5,Westfield,Annual,2055,Projected,75,5.21282656427
4.5,Westfield,Annual,2055,Projected,90,5.65481468196
4.5,Westfield,Annual,2075,Projected,10,3.19841843082
4.5,Westfield,Annual,2075,Projected,25,3.74151481316
4.5,Westfield,Annual,2075,Projected,50,4.97637992104
4.5,Westfield,Annual,2075,Projected,75,6.02045785836
4.5,Westfield,Annual,2075,Projected,90,6.5612513555
4.5,Westfield,Annual,2090,Projected,10,3.52034569995
4.5,Westfield,Annual,2090,Projected,25,4.25819299397
4.5,Westfield,Annual,2090,Projected,50,5.29867540526
4.5,Westfield,Annual,2090,Projected,75,6.6215757232
4.5,Westfield,Annual,2090,Projected,90,7.84145324166
8.5,Westfield,Annual,2035,Projected,10,2.59495612509
8.5,Westfield,Annual,2035,Projected,25,3.41845862844
8.5,Westfield,Annual,2035,Projected,50,3.79226497046
8.5,Westfield,Annual,2035,Projected,75,4.09324978007
8.5,Westfield,Annual,2035,Projected,90,4.64128962749
8.5,Westfield,Annual,2055,Projected,10,4.38409224975
8.5,Westfield,Annual,2055,Projected,25,4.94350107306
8.5,Westfield,Annual,2055,Projected,50,5.65633710631
8.5,Westfield,Annual,2055,Projected,75,6.47755536259
8.5,Westfield,Annual,2055,Projected,90,7.56626176378
8.5,Westfield,Annual,2075,Projected,10,5.96048301899
8.5,Westfield,Annual,2075,Projected,25,6.56836378962
8.5,Westfield,Annual,2075,Projected,50,7.80326719449
8.5,Westfield,Annual,2075,Projected,75,9.07167523566
8.5,Westfield,Annual,2075,Projected,90,10.9271457551
8.5,Westfield,Annual,2090,Projected,10,7.24675408328
8.5,Westfield,Annual,2090,Projected,25,7.9727561661
8.5,Westfield,Annual,2090,Projected,50,9.6603819618
8.5,Westfield,Annual,2090,Projected,75,11.0538433991
8.5,Westfield,Annual,2090,Projected,90,12.994329452
N/A,Blackstone,Winter,1985,Observed,N/A,27.1421066025
4.5,Blackstone,Winter,2034,Projected,10,2.02773227569
4.5,Blackstone,Winter,2034,Projected,25,2.25280824167
4.5,Blackstone,Winter,2034,Projected,50,3.10002751137
4.5,Blackstone,Winter,2034,Projected,75,4.2208470342
4.5,Blackstone,Winter,2034,Projected,90,4.60244008717
4.5,Blackstone,Winter,2054,Projected,10,2.22802166364
4.5,Blackstone,Winter,2054,Projected,25,3.06934195457
4.5,Blackstone,Winter,2054,Projected,50,4.36958370769
4.5,Blackstone,Winter,2054,Projected,75,5.17597565949
4.5,Blackstone,Winter,2054,Projected,90,5.94801824562
4.5,Blackstone,Winter,2074,Projected,10,2.86600556828
4.5,Blackstone,Winter,2074,Projected,25,3.83088548796
4.5,Blackstone,Winter,2074,Projected,50,5.01329187708
4.5,Blackstone,Winter,2074,Projected,75,5.98292801332
4.5,Blackstone,Winter,2074,Projected,90,6.55021767682
4.5,Blackstone,Winter,2089,Projected,10,3.51380398552
4.5,Blackstone,Winter,2089,Projected,25,4.01225831871
4.5,Blackstone,Winter,2089,Projected,50,5.08782200686
4.5,Blackstone,Winter,2089,Projected,75,6.67282604374
4.5,Blackstone,Winter,2089,Projected,90,7.82351406917
8.5,Blackstone,Winter,2034,Projected,10,2.28518056772
8.5,Blackstone,Winter,2034,Projected,25,2.81566662851
8.5,Blackstone,Winter,2034,Projected,50,3.55390324487
8.5,Blackstone,Winter,2034,Projected,75,3.97254285167
8.5,Blackstone,Winter,2034,Projected,90,4.78279206709
8.5,Blackstone,Winter,2054,Projected,10,4.18028797848
8.5,Blackstone,Winter,2054,Projected,25,4.64252881271
8.5,Blackstone,Winter,2054,Projected,50,5.28037439497
8.5,Blackstone,Winter,2054,Projected,75,6.31236370663
8.5,Blackstone,Winter,2054,Projected,90,7.43345542244
8.5,Blackstone,Winter,2074,Projected,10,5.7200449918
8.5,Blackstone,Winter,2074,Projected,25,6.28071939539
8.5,Blackstone,Winter,2074,Projected,50,7.334549265
8.5,Blackstone,Winter,2074,Projected,75,8.59552699346
8.5,Blackstone,Winter,2074,Projected,90,10.669250359
8.5,Blackstone,Winter,2089,Projected,10,6.65228951314
8.5,Blackstone,Winter,2089,Projected,25,7.79488094833
8.5,Blackstone,Winter,2089,Projected,50,9.12579268092
8.5,Blackstone,Winter,2089,Projected,75,10.2700728506
8.5,Blackstone,Winter,2089,Projected,90,12.1115866123
N/A,Boston Harbor,Winter,1985,Observed,N/A,29.8421528327
4.5,Boston Harbor,Winter,2034,Projected,10,2.05742124425
4.5,Boston Harbor,Winter,2034,Projected,25,2.23095219016
4.5,Boston Harbor,Winter,2034,Projected,50,3.08653433323
4.5,Boston Harbor,Winter,2034,Projected,75,4.21635243885
4.5,Boston Harbor,Winter,2034,Projected,90,4.4693444691
4.5,Boston Harbor,Winter,2054,Projected,10,2.17977373067
4.5,Boston Harbor,Winter,2054,Projected,25,3.15889380082
4.5,Boston Harbor,Winter,2054,Projected,50,4.27287765768
4.5,Boston Harbor,Winter,2054,Projected,75,5.08282336984
4.5,Boston Harbor,Winter,2054,Projected,90,5.89060692436
4.5,Boston Harbor,Winter,2074,Projected,10,2.97279076828
4.5,Boston Harbor,Winter,2074,Projected,25,3.79530419028
4.5,Boston Harbor,Winter,2074,Projected,50,4.92349619788
4.5,Boston Harbor,Winter,2074,Projected,75,5.98532163894
4.5,Boston Harbor,Winter,2074,Projected,90,6.23407722822
4.5,Boston Harbor,Winter,2089,Projected,10,3.46115750571
4.5,Boston Harbor,Winter,2089,Projected,25,4.00248633036
4.5,Boston Harbor,Winter,2089,Projected,50,5.18199889179
4.5,Boston Harbor,Winter,2089,Projected,75,6.44053280424
4.5,Boston Harbor,Winter,2089,Projected,90,7.78647859311
8.5,Boston Harbor,Winter,2034,Projected,10,2.34609550313
8.5,Boston Harbor,Winter,2034,Projected,25,2.98936283231
8.5,Boston Harbor,Winter,2034,Projected,50,3.64733365191
8.5,Boston Harbor,Winter,2034,Projected,75,3.87940425398
8.5,Boston Harbor,Winter,2034,Projected,90,4.58066799557
8.5,Boston Harbor,Winter,2054,Projected,10,4.29460439581
8.5,Boston Harbor,Winter,2054,Projected,25,4.71150619716
8.5,Boston Harbor,Winter,2054,Projected,50,5.30592325911
8.5,Boston Harbor,Winter,2054,Projected,75,6.15284503876
8.5,Boston Harbor,Winter,2054,Projected,90,7.19992862018
8.5,Boston Harbor,Winter,2074,Projected,10,5.70806621452
8.5,Boston Harbor,Winter,2074,Projected,25,6.20754748755
8.5,Boston Harbor,Winter,2074,Projected,50,7.28355117722
8.5,Boston Harbor,Winter,2074,Projected,75,8.58999929162
8.5,Boston Harbor,Winter,2074,Projected,90,10.404333488
8.5,Boston Harbor,Winter,2089,Projected,10,6.75752434501
8.5,Boston Harbor,Winter,2089,Projected,25,7.68653317435
8.5,Boston Harbor,Winter,2089,Projected,50,9.17089843452
8.5,Boston Harbor,Winter,2089,Projected,75,10.2383099592
8.5,Boston Harbor,Winter,2089,Projected,90,11.8301699486
N/A,Buzzards Bay,Winter,1985,Observed,N/A,31.2486119879
4.5,Buzzards Bay,Winter,2034,Projected,10,2.06269441467
4.5,Buzzards Bay,Winter,2034,Projected,25,2.10011273572
4.5,Buzzards Bay,Winter,2034,Projected,50,2.86783243872
4.5,Buzzards Bay,Winter,2034,Projected,75,3.86551024372
4.5,Buzzards Bay,Winter,2034,Projected,90,4.0698313005
4.5,Buzzards Bay,Winter,2054,Projected,10,2.28092160941
4.5,Buzzards Bay,Winter,2054,Projected,25,3.01022813044
4.5,Buzzards Bay,Winter,2054,Projected,50,4.11668917266
4.5,Buzzards Bay,Winter,2054,Projected,75,4.76679797798
4.5,Buzzards Bay,Winter,2054,Projected,90,5.50397355933
4.5,Buzzards Bay,Winter,2074,Projected,10,2.97770771927
4.5,Buzzards Bay,Winter,2074,Projected,25,3.54980371163
4.5,Buzzards Bay,Winter,2074,Projected,50,4.79832749469
4.5,Buzzards Bay,Winter,2074,Projected,75,5.64669806201
4.5,Buzzards Bay,Winter,2074,Projected,90,5.95072815039
4.5,Buzzards Bay,Winter,2089,Projected,10,3.35232931123
4.5,Buzzards Bay,Winter,2089,Projected,25,3.77346071009
4.5,Buzzards Bay,Winter,2089,Projected,50,5.18944898107
4.5,Buzzards Bay,Winter,2089,Projected,75,6.54350224314
4.5,Buzzards Bay,Winter,2089,Projected,90,7.41327699735
8.5,Buzzards Bay,Winter,2034,Projected,10,2.17196183092
8.5,Buzzards Bay,Winter,2034,Projected,25,2.91317331722
8.5,Buzzards Bay,Winter,2034,Projected,50,3.44684534343
8.5,Buzzards Bay,Winter,2034,Projected,75,3.74182009861
8.5,Buzzards Bay,Winter,2034,Projected,90,4.07966700271
8.5,Buzzards Bay,Winter,2054,Projected,10,4.21100108767
8.5,Buzzards Bay,Winter,2054,Projected,25,4.43033597253
8.5,Buzzards Bay,Winter,2054,Projected,50,5.13332689029
8.5,Buzzards Bay,Winter,2054,Projected,75,5.98336446594
8.5,Buzzards Bay,Winter,2054,Projected,90,6.77054535525
8.5,Buzzards Bay,Winter,2074,Projected,10,5.49308853565
8.5,Buzzards Bay,Winter,2074,Projected,25,6.01890599052
8.5,Buzzards Bay,Winter,2074,Projected,50,7.1336760928
8.5,Buzzards Bay,Winter,2074,Projected,75,8.2271375616
8.5,Buzzards Bay,Winter,2074,Projected,90,9.96613358882
8.5,Buzzards Bay,Winter,2089,Projected,10,6.56349967817
8.5,Buzzards Bay,Winter,2089,Projected,25,7.62722062797
8.5,Buzzards Bay,Winter,2089,Projected,50,9.17966828548
8.5,Buzzards Bay,Winter,2089,Projected,75,9.6736062643
8.5,Buzzards Bay,Winter,2089,Projected,90,11.3027758425
N/A,Cape Cod,Winter,1985,Observed,N/A,31.9197825056
4.5,Cape Cod,Winter,2034,Projected,10,1.722318486
4.5,Cape Cod,Winter,2034,Projected,25,1.93789828955
4.5,Cape Cod,Winter,2034,Projected,50,2.59374580188
4.5,Cape Cod,Winter,2034,Projected,75,3.49224490623
4.5,Cape Cod,Winter,2034,Projected,90,3.77216929395
4.5,Cape Cod,Winter,2054,Projected,10,2.23624840837
4.5,Cape Cod,Winter,2054,Projected,25,2.79621997246
4.5,Cape Cod,Winter,2054,Projected,50,3.7640439638
4.5,Cape Cod,Winter,2054,Projected,75,4.42905559165
4.5,Cape Cod,Winter,2054,Projected,90,5.10514556042
4.5,Cape Cod,Winter,2074,Projected,10,2.86154773789
4.5,Cape Cod,Winter,2074,Projected,25,3.24673301182
4.5,Cape Cod,Winter,2074,Projected,50,4.41589010668
4.5,Cape Cod,Winter,2074,Projected,75,5.16294945307
4.5,Cape Cod,Winter,2074,Projected,90,5.45100928405
4.5,Cape Cod,Winter,2089,Projected,10,3.16228788112
4.5,Cape Cod,Winter,2089,Projected,25,3.5480290067
4.5,Cape Cod,Winter,2089,Projected,50,4.86632254534
4.5,Cape Cod,Winter,2089,Projected,75,6.04057100614
4.5,Cape Cod,Winter,2089,Projected,90,6.60255265754
8.5,Cape Cod,Winter,2034,Projected,10,1.95201577655
8.5,Cape Cod,Winter,2034,Projected,25,2.74914709949
8.5,Cape Cod,Winter,2034,Projected,50,3.12621375342
8.5,Cape Cod,Winter,2034,Projected,75,3.33572084204
8.5,Cape Cod,Winter,2034,Projected,90,3.61136613239
8.5,Cape Cod,Winter,2054,Projected,10,3.89386660303
8.5,Cape Cod,Winter,2054,Projected,25,4.22421752432
8.5,Cape Cod,Winter,2054,Projected,50,4.67478916009
8.5,Cape Cod,Winter,2054,Projected,75,5.52542278275
8.5,Cape Cod,Winter,2054,Projected,90,6.13094589298
8.5,Cape Cod,Winter,2074,Projected,10,5.06142586807
8.5,Cape Cod,Winter,2074,Projected,25,5.4469620535
8.5,Cape Cod,Winter,2074,Projected,50,6.72855064021
8.5,Cape Cod,Winter,2074,Projected,75,7.46923764533
8.5,Cape Cod,Winter,2074,Projected,90,9.25517736067
8.5,Cape Cod,Winter,2089,Projected,10,5.94125572834
8.5,Cape Cod,Winter,2089,Projected,25,7.17763830355
8.5,Cape Cod,Winter,2089,Projected,50,8.55169184774
8.5,Cape Cod,Winter,2089,Projected,75,9.0231155528
8.5,Cape Cod,Winter,2089,Projected,90,10.5019796628
N/A,Charles,Winter,1985,Observed,N/A,28.5257432756
4.5,Charles,Winter,2034,Projected,10,1.8188562778
4.5,Charles,Winter,2034,Projected,25,1.99099711593
4.5,Charles,Winter,2034,Projected,50,2.8385398071
4.5,Charles,Winter,2034,Projected,75,3.87426002247
4.5,Charles,Winter,2034,Projected,90,4.27364728677
4.5,Charles,Winter,2054,Projected,10,1.91358569597
4.5,Charles,Winter,2054,Projected,25,2.81022894836
4.5,Charles,Winter,2054,Projected,50,4.00487948265
4.5,Charles,Winter,2054,Projected,75,4.63934722122
4.5,Charles,Winter,2054,Projected,90,5.41554405712
4.5,Charles,Winter,2074,Projected,10,2.58480711743
4.5,Charles,Winter,2074,Projected,25,3.40814155192
4.5,Charles,Winter,2074,Projected,50,4.51700704702
4.5,Charles,Winter,2074,Projected,75,5.48736547289
4.5,Charles,Winter,2074,Projected,90,5.85456224553
4.5,Charles,Winter,2089,Projected,10,3.09785562884
4.5,Charles,Winter,2089,Projected,25,3.62946437847
4.5,Charles,Winter,2089,Projected,50,4.61967940958
4.5,Charles,Winter,2089,Projected,75,6.08263960855
4.5,Charles,Winter,2089,Projected,90,7.18299064419
8.5,Charles,Winter,2034,Projected,10,2.07796717216
8.5,Charles,Winter,2034,Projected,25,2.53349875449
8.5,Charles,Winter,2034,Projected,50,3.29720935339
8.5,Charles,Winter,2034,Projected,75,3.59322130843
8.5,Charles,Winter,2034,Projected,90,4.26870852769
8.5,Charles,Winter,2054,Projected,10,3.79596577599
8.5,Charles,Winter,2054,Projected,25,4.16305763308
8.5,Charles,Winter,2054,Projected,50,4.76817278996
8.5,Charles,Winter,2054,Projected,75,5.71038115935
8.5,Charles,Winter,2054,Projected,90,6.64475645141
8.5,Charles,Winter,2074,Projected,10,5.09933364513
8.5,Charles,Winter,2074,Projected,25,5.69043676155
8.5,Charles,Winter,2074,Projected,50,6.70922763077
8.5,Charles,Winter,2074,Projected,75,7.89891731983
8.5,Charles,Winter,2074,Projected,90,9.81620342125
8.5,Charles,Winter,2089,Projected,10,6.07403730557
8.5,Charles,Winter,2089,Projected,25,7.08830819527
8.5,Charles,Winter,2089,Projected,50,8.51540917848
8.5,Charles,Winter,2089,Projected,75,9.49532851347
8.5,Charles,Winter,2089,Projected,90,11.210950304
N/A,Chicopee,Winter,1985,Observed,N/A,24.5996719789
4.5,Chicopee,Winter,2034,Projected,10,2.05761370439
4.5,Chicopee,Winter,2034,Projected,25,2.53639717479
4.5,Chicopee,Winter,2034,Projected,50,3.2434142579
4.5,Chicopee,Winter,2034,Projected,75,4.33177385547
4.5,Chicopee,Winter,2034,Projected,90,5.12818306378
4.5,Chicopee,Winter,2054,Projected,10,2.42137802725
4.5,Chicopee,Winter,2054,Projected,25,3.27341140783
4.5,Chicopee,Winter,2054,Projected,50,4.48335139757
4.5,Chicopee,Winter,2054,Projected,75,5.38331315018
4.5,Chicopee,Winter,2054,Projected,90,6.33243616607
4.5,Chicopee,Winter,2074,Projected,10,2.97514907156
4.5,Chicopee,Winter,2074,Projected,25,4.1285088888
4.5,Chicopee,Winter,2074,Projected,50,5.19351595435
4.5,Chicopee,Winter,2074,Projected,75,6.37666577982
4.5,Chicopee,Winter,2074,Projected,90,6.92354625736
4.5,Chicopee,Winter,2089,Projected,10,3.56001741898
4.5,Chicopee,Winter,2089,Projected,25,4.361985447
4.5,Chicopee,Winter,2089,Projected,50,5.22751556101
4.5,Chicopee,Winter,2089,Projected,75,6.91903596715
4.5,Chicopee,Winter,2089,Projected,90,8.2233861264
8.5,Chicopee,Winter,2034,Projected,10,2.46380560963
8.5,Chicopee,Winter,2034,Projected,25,2.86608989153
8.5,Chicopee,Winter,2034,Projected,50,3.80446008757
8.5,Chicopee,Winter,2034,Projected,75,4.20516005208
8.5,Chicopee,Winter,2034,Projected,90,5.23551441786
8.5,Chicopee,Winter,2054,Projected,10,4.22230944556
8.5,Chicopee,Winter,2054,Projected,25,4.89707363217
8.5,Chicopee,Winter,2054,Projected,50,5.52490303551
8.5,Chicopee,Winter,2054,Projected,75,6.60103432323
8.5,Chicopee,Winter,2054,Projected,90,7.96041019104
8.5,Chicopee,Winter,2074,Projected,10,5.94875273319
8.5,Chicopee,Winter,2074,Projected,25,6.53297699971
8.5,Chicopee,Winter,2074,Projected,50,7.60713368771
8.5,Chicopee,Winter,2074,Projected,75,8.80399305951
8.5,Chicopee,Winter,2074,Projected,90,11.1635595381
8.5,Chicopee,Winter,2089,Projected,10,6.77769133279
8.5,Chicopee,Winter,2089,Projected,25,8.12131918588
8.5,Chicopee,Winter,2089,Projected,50,9.390771975
8.5,Chicopee,Winter,2089,Projected,75,10.4717243138
8.5,Chicopee,Winter,2089,Projected,90,12.6224875261
N/A,Connecticut,Winter,1985,Observed,N/A,25.0135789185
4.5,Connecticut,Winter,2034,Projected,10,2.06292280422
4.5,Connecticut,Winter,2034,Projected,25,2.66772041787
4.5,Connecticut,Winter,2034,Projected,50,3.26127990717
4.5,Connecticut,Winter,2034,Projected,75,4.36716101178
4.5,Connecticut,Winter,2034,Projected,90,5.28120027433
4.5,Connecticut,Winter,2054,Projected,10,2.43343331102
4.5,Connecticut,Winter,2054,Projected,25,3.34804653964
4.5,Connecticut,Winter,2054,Projected,50,4.48003900733
4.5,Connecticut,Winter,2054,Projected,75,5.49231944491
4.5,Connecticut,Winter,2054,Projected,90,6.38178810806
4.5,Connecticut,Winter,2074,Projected,10,3.00917537442
4.5,Connecticut,Winter,2074,Projected,25,4.25403838911
4.5,Connecticut,Winter,2074,Projected,50,5.29157787886
4.5,Connecticut,Winter,2074,Projected,75,6.51518132621
4.5,Connecticut,Winter,2074,Projected,90,7.13835201094
4.5,Connecticut,Winter,2089,Projected,10,3.60491605278
4.5,Connecticut,Winter,2089,Projected,25,4.43862117798
4.5,Connecticut,Winter,2089,Projected,50,5.22785765507
4.5,Connecticut,Winter,2089,Projected,75,7.16609290876
4.5,Connecticut,Winter,2089,Projected,90,8.29781231006
8.5,Connecticut,Winter,2034,Projected,10,2.50231420955
8.5,Connecticut,Winter,2034,Projected,25,2.9743497866
8.5,Connecticut,Winter,2034,Projected,50,3.88621964732
8.5,Connecticut,Winter,2034,Projected,75,4.2386896336
8.5,Connecticut,Winter,2034,Projected,90,5.36727497807
8.5,Connecticut,Winter,2054,Projected,10,4.32020988503
8.5,Connecticut,Winter,2054,Projected,25,5.0396828609
8.5,Connecticut,Winter,2054,Projected,50,5.68419645773
8.5,Connecticut,Winter,2054,Projected,75,6.85184572098
8.5,Connecticut,Winter,2054,Projected,90,8.11686165579
8.5,Connecticut,Winter,2074,Projected,10,6.03530841
8.5,Connecticut,Winter,2074,Projected,25,6.7196322035
8.5,Connecticut,Winter,2074,Projected,50,7.6520455748
8.5,Connecticut,Winter,2074,Projected,75,8.96841495261
8.5,Connecticut,Winter,2074,Projected,90,11.1717229673
8.5,Connecticut,Winter,2089,Projected,10,6.9755144196
8.5,Connecticut,Winter,2089,Projected,25,8.12855511754
8.5,Connecticut,Winter,2089,Projected,50,9.35853586001
8.5,Connecticut,Winter,2089,Projected,75,10.4379727853
8.5,Connecticut,Winter,2089,Projected,90,12.50820304
N/A,Deerfield,Winter,1985,Observed,N/A,22.2199105899
4.5,Deerfield,Winter,2034,Projected,10,2.09047274705
4.5,Deerfield,Winter,2034,Projected,25,2.83720032952
4.5,Deerfield,Winter,2034,Projected,50,3.4527716708
4.5,Deerfield,Winter,2034,Projected,75,4.55627214088
4.5,Deerfield,Winter,2034,Projected,90,5.58923482233
4.5,Deerfield,Winter,2054,Projected,10,2.65888026618
4.5,Deerfield,Winter,2054,Projected,25,3.51016467074
4.5,Deerfield,Winter,2054,Projected,50,4.82627128308
4.5,Deerfield,Winter,2054,Projected,75,6.06858553004
4.5,Deerfield,Winter,2054,Projected,90,6.80501762981
4.5,Deerfield,Winter,2074,Projected,10,3.21778908381
4.5,Deerfield,Winter,2074,Projected,25,4.61870891047
4.5,Deerfield,Winter,2074,Projected,50,5.64145581147
4.5,Deerfield,Winter,2074,Projected,75,7.19222658259
4.5,Deerfield,Winter,2074,Projected,90,7.72399680122
4.5,Deerfield,Winter,2089,Projected,10,3.92266982689
4.5,Deerfield,Winter,2089,Projected,25,4.89541503073
4.5,Deerfield,Winter,2089,Projected,50,5.61619174188
4.5,Deerfield,Winter,2089,Projected,75,7.73086945973
4.5,Deerfield,Winter,2089,Projected,90,8.98907947672
8.5,Deerfield,Winter,2034,Projected,10,2.67542469465
8.5,Deerfield,Winter,2034,Projected,25,3.15125001055
8.5,Deerfield,Winter,2034,Projected,50,4.05478724026
8.5,Deerfield,Winter,2034,Projected,75,4.57923684034
8.5,Deerfield,Winter,2034,Projected,90,5.72396224227
8.5,Deerfield,Winter,2054,Projected,10,4.52733546412
8.5,Deerfield,Winter,2054,Projected,25,5.36969049937
8.5,Deerfield,Winter,2054,Projected,50,6.30787455641
8.5,Deerfield,Winter,2054,Projected,75,7.36687208628
8.5,Deerfield,Winter,2054,Projected,90,8.89420288412
8.5,Deerfield,Winter,2074,Projected,10,6.51861165771
8.5,Deerfield,Winter,2074,Projected,25,7.22434815977
8.5,Deerfield,Winter,2074,Projected,50,8.29566859097
8.5,Deerfield,Winter,2074,Projected,75,9.78341570997
8.5,Deerfield,Winter,2074,Projected,90,12.0747144782
8.5,Deerfield,Winter,2089,Projected,10,7.62818267233
8.5,Deerfield,Winter,2089,Projected,25,8.84214222721
8.5,Deerfield,Winter,2089,Projected,50,10.2394533415
8.5,Deerfield,Winter,2089,Projected,75,11.3279977433
8.5,Deerfield,Winter,2089,Projected,90,13.4091897286
N/A,Farmington,Winter,1985,Observed,N/A,22.3333730682
4.5,Farmington,Winter,2034,Projected,10,2.02571763971
4.5,Farmington,Winter,2034,Projected,25,2.57974630668
4.5,Farmington,Winter,2034,Projected,50,3.30094584662
4.5,Farmington,Winter,2034,Projected,75,4.52924423896
4.5,Farmington,Winter,2034,Projected,90,5.20767528676
4.5,Farmington,Winter,2054,Projected,10,2.54118713472
4.5,Farmington,Winter,2054,Projected,25,3.42304010054
4.5,Farmington,Winter,2054,Projected,50,4.60802300921
4.5,Farmington,Winter,2054,Projected,75,5.55984845641
4.5,Farmington,Winter,2054,Projected,90,6.51309238197
4.5,Farmington,Winter,2074,Projected,10,3.07925011633
4.5,Farmington,Winter,2074,Projected,25,4.34672540737
4.5,Farmington,Winter,2074,Projected,50,5.50046809293
4.5,Farmington,Winter,2074,Projected,75,6.64025672352
4.5,Farmington,Winter,2074,Projected,90,7.24258083396
4.5,Farmington,Winter,2089,Projected,10,3.70376515152
4.5,Farmington,Winter,2089,Projected,25,4.65725644259
4.5,Farmington,Winter,2089,Projected,50,5.50761111018
4.5,Farmington,Winter,2089,Projected,75,7.36657465854
4.5,Farmington,Winter,2089,Projected,90,8.5762213059
8.5,Farmington,Winter,2034,Projected,10,2.65950754124
8.5,Farmington,Winter,2034,Projected,25,2.92533011119
8.5,Farmington,Winter,2034,Projected,50,3.91660119797
8.5,Farmington,Winter,2034,Projected,75,4.37209188627
8.5,Farmington,Winter,2034,Projected,90,5.4824156332
8.5,Farmington,Winter,2054,Projected,10,4.32733541063
8.5,Farmington,Winter,2054,Projected,25,5.17486368703
8.5,Farmington,Winter,2054,Projected,50,5.8852329122
8.5,Farmington,Winter,2054,Projected,75,6.84790033719
8.5,Farmington,Winter,2054,Projected,90,8.31460076288
8.5,Farmington,Winter,2074,Projected,10,6.17700341134
8.5,Farmington,Winter,2074,Projected,25,6.85503936584
8.5,Farmington,Winter,2074,Projected,50,7.89121595623
8.5,Farmington,Winter,2074,Projected,75,9.21364716152
8.5,Farmington,Winter,2074,Projected,90,11.49978641
8.5,Farmington,Winter,2089,Projected,10,7.24097094461
8.5,Farmington,Winter,2089,Projected,25,8.35305521349
8.5,Farmington,Winter,2089,Projected,50,9.66048529087
8.5,Farmington,Winter,2089,Projected,75,10.9144086379
8.5,Farmington,Winter,2089,Projected,90,12.8878841384
N/A,French,Winter,1985,Observed,N/A,25.7691062473
4.5,French,Winter,2034,Projected,10,2.07980820997
4.5,French,Winter,2034,Projected,25,2.39180434591
4.5,French,Winter,2034,Projected,50,3.27300581772
4.5,French,Winter,2034,Projected,75,4.44141438722
4.5,French,Winter,2034,Projected,90,4.87168917421
4.5,French,Winter,2054,Projected,10,2.41536293288
4.5,French,Winter,2054,Projected,25,3.27898819555
4.5,French,Winter,2054,Projected,50,4.60637435792
4.5,French,Winter,2054,Projected,75,5.50321424612
4.5,French,Winter,2054,Projected,90,6.32830697118
4.5,French,Winter,2074,Projected,10,3.06511390015
4.5,French,Winter,2074,Projected,25,4.09652734846
4.5,French,Winter,2074,Projected,50,5.30620229517
4.5,French,Winter,2074,Projected,75,6.35213854182
4.5,French,Winter,2074,Projected,90,6.96081209794
4.5,French,Winter,2089,Projected,10,3.67558671406
4.5,French,Winter,2089,Projected,25,4.34221058536
4.5,French,Winter,2089,Projected,50,5.36389716023
4.5,French,Winter,2089,Projected,75,7.00220854877
4.5,French,Winter,2089,Projected,90,8.19756979818
8.5,French,Winter,2034,Projected,10,2.521263377
8.5,French,Winter,2034,Projected,25,2.95416170507
8.5,French,Winter,2034,Projected,50,3.75401950048
8.5,French,Winter,2034,Projected,75,4.27057394515
