rcp_scenario,region,season,year_30yravg,status,percentile,value 
4.5,French,Spring,2054,Projected,25,2.42671816105
4.5,French,Spring,2054,Projected,50,3.24962236576
4.5,French,Spring,2054,Projected,75,4.38942219107
4.5,French,Spring,2054,Projected,90,4.60758759516
4.5,French,Spring,2074,Projected,10,2.28957110259
4.5,French,Spring,2074,Projected,25,2.79639317833
4.5,French,Spring,2074,Projected,50,4.44996067206
4.5,French,Spring,2074,Projected,75,5.28471860513
4.5,French,Spring,2074,Projected,90,5.72127023254
4.5,French,Spring,2089,Projected,10,2.53179539504
4.5,French,Spring,2089,Projected,25,3.4236993966
4.5,French,Spring,2089,Projected,50,5.42163305094
4.5,French,Spring,2089,Projected,75,5.93889357796
4.5,French,Spring,2089,Projected,90,6.59385969015
8.5,French,Spring,2034,Projected,10,1.51413474409
8.5,French,Spring,2034,Projected,25,2.37801336606
8.5,French,Spring,2034,Projected,50,2.90578658631
8.5,French,Spring,2034,Projected,75,3.23201609761
8.5,French,Spring,2034,Projected,90,3.56130854505
8.5,French,Spring,2054,Projected,10,3.10795423345
8.5,French,Spring,2054,Projected,25,3.7747124352
8.5,French,Spring,2054,Projected,50,4.82010079877
8.5,French,Spring,2054,Projected,75,5.3517688355
8.5,French,Spring,2054,Projected,90,6.58613138315
8.5,French,Spring,2074,Projected,10,4.67965454822
8.5,French,Spring,2074,Projected,25,5.19865939692
8.5,French,Spring,2074,Projected,50,6.94380803021
8.5,French,Spring,2074,Projected,75,7.6734722496
8.5,French,Spring,2074,Projected,90,8.97788750026
8.5,French,Spring,2089,Projected,10,5.90297851741
8.5,French,Spring,2089,Projected,25,6.50768236734
8.5,French,Spring,2089,Projected,50,8.57262031033
8.5,French,Spring,2089,Projected,75,9.50075848357
8.5,French,Spring,2089,Projected,90,10.3313365255
N/A,Housatonic,Spring,1985,Observed,N/A,42.7251733397
4.5,Housatonic,Spring,2034,Projected,10,1.73071275535
4.5,Housatonic,Spring,2034,Projected,25,2.02815745594
4.5,Housatonic,Spring,2034,Projected,50,2.75120308626
4.5,Housatonic,Spring,2034,Projected,75,3.22390549534
4.5,Housatonic,Spring,2034,Projected,90,3.33634295231
4.5,Housatonic,Spring,2054,Projected,10,2.14219154232
4.5,Housatonic,Spring,2054,Projected,25,2.49636432903
4.5,Housatonic,Spring,2054,Projected,50,3.15305152046
4.5,Housatonic,Spring,2054,Projected,75,4.32888731969
4.5,Housatonic,Spring,2054,Projected,90,4.6101685565
4.5,Housatonic,Spring,2074,Projected,10,2.58745656857
4.5,Housatonic,Spring,2074,Projected,25,3.14560394276
4.5,Housatonic,Spring,2074,Projected,50,4.23699413684
4.5,Housatonic,Spring,2074,Projected,75,5.13989701142
4.5,Housatonic,Spring,2074,Projected,90,5.4396076161
4.5,Housatonic,Spring,2089,Projected,10,3.05977054738
4.5,Housatonic,Spring,2089,Projected,25,3.64959907352
4.5,Housatonic,Spring,2089,Projected,50,4.99703438032
4.5,Housatonic,Spring,2089,Projected,75,5.5367744596
4.5,Housatonic,Spring,2089,Projected,90,6.35936669242
8.5,Housatonic,Spring,2034,Projected,10,1.90250114871
8.5,Housatonic,Spring,2034,Projected,25,2.51632536808
8.5,Housatonic,Spring,2034,Projected,50,2.91545905761
8.5,Housatonic,Spring,2034,Projected,75,3.33232992199
8.5,Housatonic,Spring,2034,Projected,90,3.48230938781
8.5,Housatonic,Spring,2054,Projected,10,3.22712834332
8.5,Housatonic,Spring,2054,Projected,25,3.74493690957
8.5,Housatonic,Spring,2054,Projected,50,4.66079881009
8.5,Housatonic,Spring,2054,Projected,75,5.20621760001
8.5,Housatonic,Spring,2054,Projected,90,6.39328853983
8.5,Housatonic,Spring,2074,Projected,10,4.7646687851
8.5,Housatonic,Spring,2074,Projected,25,5.66868039313
8.5,Housatonic,Spring,2074,Projected,50,6.64249964728
8.5,Housatonic,Spring,2074,Projected,75,7.25174261857
8.5,Housatonic,Spring,2074,Projected,90,8.65033043201
8.5,Housatonic,Spring,2089,Projected,10,6.13330312914
8.5,Housatonic,Spring,2089,Projected,25,6.9152776505
8.5,Housatonic,Spring,2089,Projected,50,8.1393347771
8.5,Housatonic,Spring,2089,Projected,75,9.07331051977
8.5,Housatonic,Spring,2089,Projected,90,10.1915065378
N/A,Hudson,Spring,1985,Observed,N/A,41.6514651554
4.5,Hudson,Spring,2034,Projected,10,2.14413356425
4.5,Hudson,Spring,2034,Projected,25,2.42491010016
4.5,Hudson,Spring,2034,Projected,50,3.19057570762
4.5,Hudson,Spring,2034,Projected,75,3.67084489445
4.5,Hudson,Spring,2034,Projected,90,3.93962590063
4.5,Hudson,Spring,2054,Projected,10,2.62586174103
4.5,Hudson,Spring,2054,Projected,25,2.95124226245
4.5,Hudson,Spring,2054,Projected,50,3.79868170781
4.5,Hudson,Spring,2054,Projected,75,4.84900236076
4.5,Hudson,Spring,2054,Projected,90,5.21679242747
4.5,Hudson,Spring,2074,Projected,10,3.12673577439
4.5,Hudson,Spring,2074,Projected,25,3.63723112048
4.5,Hudson,Spring,2074,Projected,50,4.82084963412
4.5,Hudson,Spring,2074,Projected,75,5.74618924968
4.5,Hudson,Spring,2074,Projected,90,6.19296203027
4.5,Hudson,Spring,2089,Projected,10,3.60977259227
4.5,Hudson,Spring,2089,Projected,25,4.22676081235
4.5,Hudson,Spring,2089,Projected,50,5.50689442977
4.5,Hudson,Spring,2089,Projected,75,6.22315404722
4.5,Hudson,Spring,2089,Projected,90,7.14191277605
8.5,Hudson,Spring,2034,Projected,10,2.2117708102
8.5,Hudson,Spring,2034,Projected,25,2.99195674068
8.5,Hudson,Spring,2034,Projected,50,3.37370673842
8.5,Hudson,Spring,2034,Projected,75,3.85057510535
8.5,Hudson,Spring,2034,Projected,90,4.02533919965
8.5,Hudson,Spring,2054,Projected,10,3.85881922837
8.5,Hudson,Spring,2054,Projected,25,4.32208325989
8.5,Hudson,Spring,2054,Projected,50,5.27460348008
8.5,Hudson,Spring,2054,Projected,75,5.70860030946
8.5,Hudson,Spring,2054,Projected,90,7.02966093439
8.5,Hudson,Spring,2074,Projected,10,5.42710996583
8.5,Hudson,Spring,2074,Projected,25,6.34278119658
8.5,Hudson,Spring,2074,Projected,50,7.21619480538
8.5,Hudson,Spring,2074,Projected,75,7.86522457975
8.5,Hudson,Spring,2074,Projected,90,9.37202261374
8.5,Hudson,Spring,2089,Projected,10,6.69884739932
8.5,Hudson,Spring,2089,Projected,25,7.746116859
8.5,Hudson,Spring,2089,Projected,50,8.70834055576
8.5,Hudson,Spring,2089,Projected,75,9.75552929112
8.5,Hudson,Spring,2089,Projected,90,10.9317968568
N/A,Ipswich,Spring,1985,Observed,N/A,46.9707898349
4.5,Ipswich,Spring,2034,Projected,10,1.99098675821
4.5,Ipswich,Spring,2034,Projected,25,2.36932336662
4.5,Ipswich,Spring,2034,Projected,50,2.61103957613
4.5,Ipswich,Spring,2034,Projected,75,3.35589184046
4.5,Ipswich,Spring,2034,Projected,90,3.59880117228
4.5,Ipswich,Spring,2054,Projected,10,2.28687611258
4.5,Ipswich,Spring,2054,Projected,25,2.64628782805
4.5,Ipswich,Spring,2054,Projected,50,3.25710437258
4.5,Ipswich,Spring,2054,Projected,75,4.0152550317
4.5,Ipswich,Spring,2054,Projected,90,4.77351907861
4.5,Ipswich,Spring,2074,Projected,10,2.67545132249
4.5,Ipswich,Spring,2074,Projected,25,2.89512666166
4.5,Ipswich,Spring,2074,Projected,50,4.0955007625
4.5,Ipswich,Spring,2074,Projected,75,5.08792997225
4.5,Ipswich,Spring,2074,Projected,90,5.3759675747
4.5,Ipswich,Spring,2089,Projected,10,2.75360193302
4.5,Ipswich,Spring,2089,Projected,25,3.67220387128
4.5,Ipswich,Spring,2089,Projected,50,4.95659687301
4.5,Ipswich,Spring,2089,Projected,75,5.32129422329
4.5,Ipswich,Spring,2089,Projected,90,6.63906272238
8.5,Ipswich,Spring,2034,Projected,10,1.95017957865
8.5,Ipswich,Spring,2034,Projected,25,2.64165494598
8.5,Ipswich,Spring,2034,Projected,50,2.86325022178
8.5,Ipswich,Spring,2034,Projected,75,3.38839073834
8.5,Ipswich,Spring,2034,Projected,90,3.67556472717
8.5,Ipswich,Spring,2054,Projected,10,3.35495323299
8.5,Ipswich,Spring,2054,Projected,25,3.91382514186
8.5,Ipswich,Spring,2054,Projected,50,4.64088611535
8.5,Ipswich,Spring,2054,Projected,75,5.36868577514
8.5,Ipswich,Spring,2054,Projected,90,6.32818149326
8.5,Ipswich,Spring,2074,Projected,10,4.67368521551
8.5,Ipswich,Spring,2074,Projected,25,5.01836462894
8.5,Ipswich,Spring,2074,Projected,50,6.406356331
8.5,Ipswich,Spring,2074,Projected,75,7.53754516522
8.5,Ipswich,Spring,2074,Projected,90,8.69570725389
8.5,Ipswich,Spring,2089,Projected,10,5.77759477999
8.5,Ipswich,Spring,2089,Projected,25,6.64965322157
8.5,Ipswich,Spring,2089,Projected,50,8.08105007949
8.5,Ipswich,Spring,2089,Projected,75,9.29250120881
8.5,Ipswich,Spring,2089,Projected,90,10.4350406174
N/A,Merrimack,Spring,1985,Observed,N/A,46.0584855967
4.5,Merrimack,Spring,2034,Projected,10,1.77445872155
4.5,Merrimack,Spring,2034,Projected,25,2.30918433919
4.5,Merrimack,Spring,2034,Projected,50,2.53981684663
4.5,Merrimack,Spring,2034,Projected,75,3.27806412813
4.5,Merrimack,Spring,2034,Projected,90,3.41658940904
4.5,Merrimack,Spring,2054,Projected,10,2.13035270271
4.5,Merrimack,Spring,2054,Projected,25,2.60801385195
4.5,Merrimack,Spring,2054,Projected,50,3.17392080147
4.5,Merrimack,Spring,2054,Projected,75,4.16107808832
4.5,Merrimack,Spring,2054,Projected,90,4.60599469907
4.5,Merrimack,Spring,2074,Projected,10,2.47418313672
4.5,Merrimack,Spring,2074,Projected,25,2.86041113253
4.5,Merrimack,Spring,2074,Projected,50,4.04869534887
4.5,Merrimack,Spring,2074,Projected,75,5.13905783695
4.5,Merrimack,Spring,2074,Projected,90,5.31685156551
4.5,Merrimack,Spring,2089,Projected,10,2.62294992792
4.5,Merrimack,Spring,2089,Projected,25,3.56305383593
4.5,Merrimack,Spring,2089,Projected,50,4.89402941438
4.5,Merrimack,Spring,2089,Projected,75,5.35418318822
4.5,Merrimack,Spring,2089,Projected,90,6.34166201009
8.5,Merrimack,Spring,2034,Projected,10,1.78415108321
8.5,Merrimack,Spring,2034,Projected,25,2.51732041065
8.5,Merrimack,Spring,2034,Projected,50,2.84566541949
8.5,Merrimack,Spring,2034,Projected,75,3.32560933215
8.5,Merrimack,Spring,2034,Projected,90,3.49752480645
8.5,Merrimack,Spring,2054,Projected,10,3.27513889899
8.5,Merrimack,Spring,2054,Projected,25,3.74294170284
8.5,Merrimack,Spring,2054,Projected,50,4.52282406923
8.5,Merrimack,Spring,2054,Projected,75,5.19410968596
8.5,Merrimack,Spring,2054,Projected,90,6.1662335638
8.5,Merrimack,Spring,2074,Projected,10,4.61613366425
8.5,Merrimack,Spring,2074,Projected,25,4.96031567958
8.5,Merrimack,Spring,2074,Projected,50,6.35763188733
8.5,Merrimack,Spring,2074,Projected,75,7.335818108
8.5,Merrimack,Spring,2074,Projected,90,8.44278030669
8.5,Merrimack,Spring,2089,Projected,10,5.68283963334
8.5,Merrimack,Spring,2089,Projected,25,6.27805239267
8.5,Merrimack,Spring,2089,Projected,50,7.97693612677
8.5,Merrimack,Spring,2089,Projected,75,9.10921674796
8.5,Merrimack,Spring,2089,Projected,90,9.98508080284
N/A,Millers,Spring,1985,Observed,N/A,43.1785160598
4.5,Millers,Spring,2034,Projected,10,1.57262213368
4.5,Millers,Spring,2034,Projected,25,2.01002475187
4.5,Millers,Spring,2034,Projected,50,2.45633357844
4.5,Millers,Spring,2034,Projected,75,3.05789430745
4.5,Millers,Spring,2034,Projected,90,3.27223181135
4.5,Millers,Spring,2054,Projected,10,2.08049225212
4.5,Millers,Spring,2054,Projected,25,2.2988126132
4.5,Millers,Spring,2054,Projected,50,2.92630379529
4.5,Millers,Spring,2054,Projected,75,4.17016831096
4.5,Millers,Spring,2054,Projected,90,4.34062182087
4.5,Millers,Spring,2074,Projected,10,2.26305232203
4.5,Millers,Spring,2074,Projected,25,2.75886977558
4.5,Millers,Spring,2074,Projected,50,3.95020934014
4.5,Millers,Spring,2074,Projected,75,4.82427572621
4.5,Millers,Spring,2074,Projected,90,5.35560581793
4.5,Millers,Spring,2089,Projected,10,2.5560835336
4.5,Millers,Spring,2089,Projected,25,3.21270018796
4.5,Millers,Spring,2089,Projected,50,4.70045009883
4.5,Millers,Spring,2089,Projected,75,5.16828370516
4.5,Millers,Spring,2089,Projected,90,6.11463323768
8.5,Millers,Spring,2034,Projected,10,1.67486060251
8.5,Millers,Spring,2034,Projected,25,2.34794618801
8.5,Millers,Spring,2034,Projected,50,2.77500533964
8.5,Millers,Spring,2034,Projected,75,3.17099725297
8.5,Millers,Spring,2034,Projected,90,3.40911383806
8.5,Millers,Spring,2054,Projected,10,3.06458464613
8.5,Millers,Spring,2054,Projected,25,3.56552347677
8.5,Millers,Spring,2054,Projected,50,4.4119889865
8.5,Millers,Spring,2054,Projected,75,4.85306828582
8.5,Millers,Spring,2054,Projected,90,6.0355239823
8.5,Millers,Spring,2074,Projected,10,4.46241933739
8.5,Millers,Spring,2074,Projected,25,5.05600038601
8.5,Millers,Spring,2074,Projected,50,6.25558050743
8.5,Millers,Spring,2074,Projected,75,6.9024673754
8.5,Millers,Spring,2074,Projected,90,8.24358010881
8.5,Millers,Spring,2089,Projected,10,5.67818241671
8.5,Millers,Spring,2089,Projected,25,6.11696265467
8.5,Millers,Spring,2089,Projected,50,7.59352945266
8.5,Millers,Spring,2089,Projected,75,8.57394267318
8.5,Millers,Spring,2089,Projected,90,9.68186701965
N/A,Narragansett Bay & Mt. Hope Bay Shore,Spring,1985,Observed,N/A,47.9433174635
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,10,2.00891912014
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,25,2.32336264727
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,50,2.55354832306
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,75,3.1285820642
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,90,3.49838416406
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,10,2.01593561642
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,25,2.55254704747
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,50,3.20243880552
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,75,4.15139536689
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,90,4.65339743442
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,10,2.46448124555
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,25,2.84998025731
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,50,4.16212556946
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,75,4.87162597727
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,90,5.32676798047
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,10,2.68795852127
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,25,3.51931517535
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,50,5.1803372569
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,75,5.32640882388
4.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,90,6.11760246786
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,10,1.68580263016
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,25,2.60182627905
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,50,2.7811826008
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,75,3.32298655923
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2034,Projected,90,3.50738332979
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,10,3.1196457091
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,25,3.81154738789
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,50,4.62418152336
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,75,5.24785936208
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2054,Projected,90,6.07704561898
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,10,4.27172254864
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,25,4.93658370018
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,50,6.31733904523
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,75,7.37377121448
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2074,Projected,90,8.32875038637
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,10,5.34475365474
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,25,6.59823771082
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,50,7.80829948233
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,75,9.13941976797
8.5,Narragansett Bay & Mt. Hope Bay Shore,Spring,2089,Projected,90,9.67868433071
N/A,Nashua,Spring,1985,Observed,N/A,44.9423193794
4.5,Nashua,Spring,2034,Projected,10,1.72660149236
4.5,Nashua,Spring,2034,Projected,25,2.30085450379
4.5,Nashua,Spring,2034,Projected,50,2.52957514544
4.5,Nashua,Spring,2034,Projected,75,3.30568127961
4.5,Nashua,Spring,2034,Projected,90,3.45013198106
4.5,Nashua,Spring,2054,Projected,10,2.24631552507
4.5,Nashua,Spring,2054,Projected,25,2.54419986951
4.5,Nashua,Spring,2054,Projected,50,3.24188385122
4.5,Nashua,Spring,2054,Projected,75,4.47623589249
4.5,Nashua,Spring,2054,Projected,90,4.63253412724
4.5,Nashua,Spring,2074,Projected,10,2.44754336688
4.5,Nashua,Spring,2074,Projected,25,2.89326629286
4.5,Nashua,Spring,2074,Projected,50,4.28293205074
4.5,Nashua,Spring,2074,Projected,75,5.30521068985
4.5,Nashua,Spring,2074,Projected,90,5.65419524585
4.5,Nashua,Spring,2089,Projected,10,2.67352887303
4.5,Nashua,Spring,2089,Projected,25,3.52124905987
4.5,Nashua,Spring,2089,Projected,50,5.12951443818
4.5,Nashua,Spring,2089,Projected,75,5.71250684498
4.5,Nashua,Spring,2089,Projected,90,6.47970804152
8.5,Nashua,Spring,2034,Projected,10,1.77479143158
8.5,Nashua,Spring,2034,Projected,25,2.42860221296
8.5,Nashua,Spring,2034,Projected,50,3.01042957327
8.5,Nashua,Spring,2034,Projected,75,3.41029780531
8.5,Nashua,Spring,2034,Projected,90,3.47582962109
8.5,Nashua,Spring,2054,Projected,10,3.33704315605
8.5,Nashua,Spring,2054,Projected,25,3.76536086934
8.5,Nashua,Spring,2054,Projected,50,4.73889838003
8.5,Nashua,Spring,2054,Projected,75,5.18531263571
8.5,Nashua,Spring,2054,Projected,90,6.47289856219
8.5,Nashua,Spring,2074,Projected,10,4.67815306248
8.5,Nashua,Spring,2074,Projected,25,5.17608831935
8.5,Nashua,Spring,2074,Projected,50,6.64994619288
8.5,Nashua,Spring,2074,Projected,75,7.30480034511
8.5,Nashua,Spring,2074,Projected,90,8.75542365845
8.5,Nashua,Spring,2089,Projected,10,5.80468523418
8.5,Nashua,Spring,2089,Projected,25,6.4142745643
8.5,Nashua,Spring,2089,Projected,50,8.12596243393
8.5,Nashua,Spring,2089,Projected,75,9.13964970236
8.5,Nashua,Spring,2089,Projected,90,10.2237985726
N/A,North Coastal,Spring,1985,Observed,N/A,47.0431184827
4.5,North Coastal,Spring,2034,Projected,10,2.08799460617
4.5,North Coastal,Spring,2034,Projected,25,2.42498673148
4.5,North Coastal,Spring,2034,Projected,50,2.67012391541
4.5,North Coastal,Spring,2034,Projected,75,3.4253250601
4.5,North Coastal,Spring,2034,Projected,90,3.71957175837
4.5,North Coastal,Spring,2054,Projected,10,2.29713792107
4.5,North Coastal,Spring,2054,Projected,25,2.71637514072
4.5,North Coastal,Spring,2054,Projected,50,3.36522208303
4.5,North Coastal,Spring,2054,Projected,75,4.07986891045
4.5,North Coastal,Spring,2054,Projected,90,4.92132345834
4.5,North Coastal,Spring,2074,Projected,10,2.76325900098
4.5,North Coastal,Spring,2074,Projected,25,2.95739317
4.5,North Coastal,Spring,2074,Projected,50,4.22697415977
4.5,North Coastal,Spring,2074,Projected,75,5.17673519734
4.5,North Coastal,Spring,2074,Projected,90,5.54403579717
4.5,North Coastal,Spring,2089,Projected,10,2.86997687784
4.5,North Coastal,Spring,2089,Projected,25,3.7216847968
4.5,North Coastal,Spring,2089,Projected,50,5.07990733441
4.5,North Coastal,Spring,2089,Projected,75,5.43296857066
4.5,North Coastal,Spring,2089,Projected,90,6.82133274918
8.5,North Coastal,Spring,2034,Projected,10,2.01230689292
8.5,North Coastal,Spring,2034,Projected,25,2.71748762954
8.5,North Coastal,Spring,2034,Projected,50,2.95153991497
8.5,North Coastal,Spring,2034,Projected,75,3.45263807827
8.5,North Coastal,Spring,2034,Projected,90,3.78547198725
8.5,North Coastal,Spring,2054,Projected,10,3.36060345597
8.5,North Coastal,Spring,2054,Projected,25,4.05257166325
8.5,North Coastal,Spring,2054,Projected,50,4.72752984865
8.5,North Coastal,Spring,2054,Projected,75,5.54810138422
8.5,North Coastal,Spring,2054,Projected,90,6.43561592184
8.5,North Coastal,Spring,2074,Projected,10,4.76968882629
8.5,North Coastal,Spring,2074,Projected,25,5.12092349905
8.5,North Coastal,Spring,2074,Projected,50,6.58194871882
8.5,North Coastal,Spring,2074,Projected,75,7.79702110458
8.5,North Coastal,Spring,2074,Projected,90,8.89316048459
8.5,North Coastal,Spring,2089,Projected,10,5.84654222473
8.5,North Coastal,Spring,2089,Projected,25,6.87002218294
8.5,North Coastal,Spring,2089,Projected,50,8.23996535217
8.5,North Coastal,Spring,2089,Projected,75,9.56057810129
8.5,North Coastal,Spring,2089,Projected,90,10.7284703385
N/A,Parker,Spring,1985,Observed,N/A,46.7652834475
4.5,Parker,Spring,2034,Projected,10,2.05548528531
4.5,Parker,Spring,2034,Projected,25,2.47468131058
4.5,Parker,Spring,2034,Projected,50,2.72082807375
4.5,Parker,Spring,2034,Projected,75,3.44829662631
4.5,Parker,Spring,2034,Projected,90,3.69691441206
4.5,Parker,Spring,2054,Projected,10,2.37295012845
4.5,Parker,Spring,2054,Projected,25,2.8187415934
4.5,Parker,Spring,2054,Projected,50,3.40476975442
4.5,Parker,Spring,2054,Projected,75,4.17704345945
4.5,Parker,Spring,2054,Projected,90,4.83239309666
4.5,Parker,Spring,2074,Projected,10,2.77662426401
4.5,Parker,Spring,2074,Projected,25,3.017122501
4.5,Parker,Spring,2074,Projected,50,4.22118212016
4.5,Parker,Spring,2074,Projected,75,5.23356594334
4.5,Parker,Spring,2074,Projected,90,5.4474108311
4.5,Parker,Spring,2089,Projected,10,2.81477578737
4.5,Parker,Spring,2089,Projected,25,3.79408341891
4.5,Parker,Spring,2089,Projected,50,5.09787506489
4.5,Parker,Spring,2089,Projected,75,5.4673803971
4.5,Parker,Spring,2089,Projected,90,6.6857209967
8.5,Parker,Spring,2034,Projected,10,2.0027234957
8.5,Parker,Spring,2034,Projected,25,2.74194873343
8.5,Parker,Spring,2034,Projected,50,2.95946445482
8.5,Parker,Spring,2034,Projected,75,3.48323807898
8.5,Parker,Spring,2034,Projected,90,3.78789704319
8.5,Parker,Spring,2054,Projected,10,3.45237152963
8.5,Parker,Spring,2054,Projected,25,4.00973746828
8.5,Parker,Spring,2054,Projected,50,4.74655782057
8.5,Parker,Spring,2054,Projected,75,5.50514240917
8.5,Parker,Spring,2054,Projected,90,6.40658479408
8.5,Parker,Spring,2074,Projected,10,4.80032694828
8.5,Parker,Spring,2074,Projected,25,5.21850954441
8.5,Parker,Spring,2074,Projected,50,6.53862601034
8.5,Parker,Spring,2074,Projected,75,7.70028014295
8.5,Parker,Spring,2074,Projected,90,8.79096033327
8.5,Parker,Spring,2089,Projected,10,6.0138771439
8.5,Parker,Spring,2089,Projected,25,6.74500140634
8.5,Parker,Spring,2089,Projected,50,8.22395365119
8.5,Parker,Spring,2089,Projected,75,9.45234589839
8.5,Parker,Spring,2089,Projected,90,10.572000139
N/A,Quinebaug,Spring,1985,Observed,N/A,45.0153635527
4.5,Quinebaug,Spring,2034,Projected,10,1.51290574413
4.5,Quinebaug,Spring,2034,Projected,25,2.11579540823
4.5,Quinebaug,Spring,2034,Projected,50,2.41034796138
4.5,Quinebaug,Spring,2034,Projected,75,3.06558921162
4.5,Quinebaug,Spring,2034,Projected,90,3.22519160552
4.5,Quinebaug,Spring,2054,Projected,10,1.9565220623
4.5,Quinebaug,Spring,2054,Projected,25,2.35507087039
4.5,Quinebaug,Spring,2054,Projected,50,3.14225478727
4.5,Quinebaug,Spring,2054,Projected,75,4.2862008088
4.5,Quinebaug,Spring,2054,Projected,90,4.51903707729
4.5,Quinebaug,Spring,2074,Projected,10,2.2294872248
4.5,Quinebaug,Spring,2074,Projected,25,2.71249048259
4.5,Quinebaug,Spring,2074,Projected,50,4.38326373752
4.5,Quinebaug,Spring,2074,Projected,75,5.14801447693
4.5,Quinebaug,Spring,2074,Projected,90,5.59255896183
4.5,Quinebaug,Spring,2089,Projected,10,2.51674170297
4.5,Quinebaug,Spring,2089,Projected,25,3.29791232557
4.5,Quinebaug,Spring,2089,Projected,50,5.30713613032
4.5,Quinebaug,Spring,2089,Projected,75,5.78123792761
4.5,Quinebaug,Spring,2089,Projected,90,6.46889870198
8.5,Quinebaug,Spring,2034,Projected,10,1.38245095555
8.5,Quinebaug,Spring,2034,Projected,25,2.27269367396
8.5,Quinebaug,Spring,2034,Projected,50,2.78998972563
8.5,Quinebaug,Spring,2034,Projected,75,3.13680766927
8.5,Quinebaug,Spring,2034,Projected,90,3.51448210585
8.5,Quinebaug,Spring,2054,Projected,10,2.92894256506
8.5,Quinebaug,Spring,2054,Projected,25,3.68689810544
8.5,Quinebaug,Spring,2054,Projected,50,4.78132422077
8.5,Quinebaug,Spring,2054,Projected,75,5.17959059789
8.5,Quinebaug,Spring,2054,Projected,90,6.39977818342
8.5,Quinebaug,Spring,2074,Projected,10,4.50814246125
8.5,Quinebaug,Spring,2074,Projected,25,5.135832189
8.5,Quinebaug,Spring,2074,Projected,50,6.82112519789
8.5,Quinebaug,Spring,2074,Projected,75,7.41040851589
8.5,Quinebaug,Spring,2074,Projected,90,8.75406236974
8.5,Quinebaug,Spring,2089,Projected,10,5.7474958836
8.5,Quinebaug,Spring,2089,Projected,25,6.35687347162
8.5,Quinebaug,Spring,2089,Projected,50,8.34259319184
8.5,Quinebaug,Spring,2089,Projected,75,9.1973031187
8.5,Quinebaug,Spring,2089,Projected,90,10.0716091759
N/A,Shawsheen,Spring,1985,Observed,N/A,46.7951042705
4.5,Shawsheen,Spring,2034,Projected,10,1.90791723151
4.5,Shawsheen,Spring,2034,Projected,25,2.35640882975
4.5,Shawsheen,Spring,2034,Projected,50,2.64582614205
4.5,Shawsheen,Spring,2034,Projected,75,3.34527698678
4.5,Shawsheen,Spring,2034,Projected,90,3.5379843614
4.5,Shawsheen,Spring,2054,Projected,10,2.22380306553
4.5,Shawsheen,Spring,2054,Projected,25,2.64642675054
4.5,Shawsheen,Spring,2054,Projected,50,3.22828367343
