featureid,huc8,AreaSqKM,impoundArea,agriculture,devel_hi,forest,mean_jul_temp,occ_current,occ_air_2,occ_air_4,occ_air_6,occ_45_2035,occ_45_2055,occ_45_2075,occ_45_2090,occ_85_2035,occ_85_2055,occ_85_2075,occ_85_2090
201479577,01080201,0.631849462159818,0.009453780000000002,4.95798,0,76.9022,18.455851166612213,0.965406941317133,0.8825654030440414,0.6692967336738337,0.35275769743496044,0.9059457455351101,0.8517570942191052,0.833069392128061,0.8141291122862596,0.868860315207366,0.7524458215455405,0.5206927818556998,0.31153057336916
201479578,01090001,0.5957166199434244,0.100685,3.78995,0.159817,89.7872,19.842902571421394,0.5024578605358864,0.18884078653251377,0.05093380478602337,0.012220515787577763,0.24090087778614727,0.1530787053241574,0.13570773052353788,0.10728429573138794,0.18737890631022622,0.0829291499710093,0.03156813502870932,0.014751322525174448
201479581,01070005,0.8798639642301539,0.046997399999999995,10.5507,2.61097,62.3814,19.469289809584147,0.6646894883992621,0.35928625324530183,0.13691065014197282,0.04294601082956581,0.422672849380059,0.3094549324375867,0.28638198690644157,0.25300960916479504,0.35022541774264737,0.20522341161573024,0.09621504663899497,0.0470195085259221
201479583,01080204,1.9514890582137918,0.0616496,4.60913,0,86.0559,20.52620662045947,0.8133060381772161,0.49229286739078687,0.17751155831484342,0.0458359701129659,0.5473593198459735,0.40970798257506014,0.37714479640246673,0.3378115041715058,0.4442078930668101,0.2571866869637933,0.10233277367656969,0.04190148812459635
201479584,01090001,1.7861378673245527,0.133527,0.901272,4.88484,50.9345,21.793079487101327,0.13055294707958617,0.03415947184767434,0.00826161640376876,0.001958297972260532,0.05038930903623941,0.03224588356074744,0.028009833734523783,0.02088983428370949,0.03940650577586281,0.017177520206369378,0.0064567870184305785,0.0030620437597232543
201479585,01090002,0.9654745197586908,0.15981299999999998,3.18651,0.31183,74.3877,18.685573820767406,0.8807329136987234,0.6877674528331434,0.39652058564588544,0.16387550917128763,0.7664986309056453,0.7055242395783397,0.6719974553129198,0.6108908978360689,0.7463453266929293,0.5879105357395717,0.3925221550423031,0.2530413395428631
201479586,01090002,2.2635224508111222,0.17657399999999998,2.1591,1.75191,58.4046,22.720836673654528,0.12517857766811694,0.04514846056397231,0.015384041937881775,0.00513645623821726,0.06377967527689757,0.04858342829271295,0.042373422305231924,0.03351777163154013,0.05805333533254782,0.030792394889604342,0.015153664539636588,0.008448059071677949
201479588,01090001,1.0437943923257789,0.08039059999999999,9.46298,0.105777,84.2803,20.013777238626407,0.4607895074875493,0.1649777358764353,0.043682975049882236,0.010450352663531321,0.21207738638146478,0.13305168677926713,0.11766661983840798,0.09266145328751896,0.16366591208158643,0.07139792035343716,0.027021713250396963,0.012614540219545665
201479589,01090001,1.008932152389305,0.0755599,1.54294,1.34015,62.4324,20.617608745407367,0.32141221141224774,0.09837946564755319,0.02452015978906411,0.0057573379689880196,0.1414317086449206,0.09313819908801187,0.08141038079310392,0.0613100319734005,0.11257079436582437,0.05063990041492674,0.01916061932667835,0.009044481396559521
201479590,01070005,1.471675950337099,0.15006999999999998,6.02102,4.25907,49.7351,20.13178770793421,0.5091998011795579,0.2292159757781665,0.07854440830005789,0.023849877848536243,0.2791113405284622,0.1923815883123455,0.17598215673222403,0.1529507403989252,0.22236872917752057,0.12130307091695398,0.05432348910992487,0.02613637057619308
201479594,01070005,1.4998959335356563,0.147261,5.64222,4.38112,48.3331,20.14285508384031,0.506496393224861,0.22739339289842184,0.07783277333321736,0.02363196169857858,0.27701467940492447,0.19079231824463153,0.17450502510792584,0.15163949769687315,0.22058755070186867,0.12023534808799195,0.05382606717382264,0.02589722349403487
201479596,01070005,1.709408200691868,0.102465,3.64103,2.69738,49.5446,20.480961523696877,0.42447126794936674,0.1733215684517953,0.056248185610158895,0.01666053346471546,0.21472935635039372,0.14361280121856393,0.13061570977077822,0.11259835075277161,0.1677443519814695,0.08828527215149222,0.03851776381698332,0.01828183999241782
201479598,01090002,0.5565195937395174,0.0614693,2.84858,0,47.8659,19.303584002699544,0.8014542024257081,0.5448388087836705,0.26197447997821105,0.09523730376945641,0.6412332978716686,0.5656903310148754,0.5267286412291887,0.4599727111955875,0.615563258557512,0.43618927210125535,0.25873544979103935,0.1542790902688905
201479602,01080201,4.311539838852432,0.0356779,6.03822,0.102349,77.8363,,,,,,,,,,,,,
